"","tweet","label"
"1541","Interesting stats heart attack study #healthandwealth #howsafeareyou what are your thought? @DrRossWalker",1
"1542","when u search your symptoms and the first thing that comes up is a heart attack laughing out loud thanks so much google x",1
"1544","Said to moll I have changed my mind, I wanna go out tomorrow and she is having a heart attack see you soon she needs to tan lol",0
"1545","@nattycattyWAR oh my god are you trying to give me a heart attack before I can announce a winner???? 😱",0
"1548","Those pains in my chest - maybe a heart attack? Who knows? Well, a doctor would, but I have already used up this year's healthcare so....",3
"1550","That mini heart attack you have when you do not remember if you put deodorant in or not",0
"1551","RT @Quotes what is your risk for a heart attack? Please retweet. ▶ #health",1
"1552",": High Pain Tolerance Tied to 'Silent' Heart Attack Risk #Health",1
"1554","Put the keys down and pick that phone up! Always Call 911 first if you suspect you or a loved one is having a heart attack #SurviveDontDrive",1
"1556","finally. I saw the delivery guy throw the box at my door. But my mugs are ok. Almost had a heart attack.",0
"1557","On my afternoon run and I stopped to look at a small worm, it is a fuckin baby snake. I damn near had a heart attack",0
"1558","This shit maybe a 1sec heart attack",0
"1559","@TheShaneHarper probably there is no chance you will see this tweet, but I would have a heart attack if you surprised me with a foIIow 😢👀",0
"1561","My mom is at the hospital (and consequently, so am I) with possible heart attack symptoms. I am freaking out, guys",2
"1562","My parents almost gave me a heart attack reading yesterday's news",0
"1563","REVEALED: The one thing that is likely to increase your chance of heart attack",1
"1564","/ I thought I wrote noha at first i almost had a heart attack",0
"1566","@realDonaldTrump I am rooting for a stroke or a heart attack.",0
"1567","@AmazingPhil jeez, Phil. Just this tweet gives me a heart attack 😂😅",0
"1568","it is been a year since waking up to the news of Meme having a heart attack. I will forever be thankful for the 17 days that followed ❤",2
"1571","Sudden death of TV icon serves as reminder to know heart attack risks",2
"1572","My phone almost fell in the toilet 😭😭😭 I almost had a heart attack 😳",0
"1573","After surviving a #heartattack Neal Martin is ""surthriving"" in his new path to ultimate #wellness",2
"1574","Is it just me that has a minor heart attack whenever I see a random person's name trending because I instantly think ""they are dead""?",0
"1575","phew i almost had a heart attack for a fake",0
"1576","Nice to know.... The Product that Most People Use Every Morning Can Cause Heart Attack, Cancer and Obesity...",1
"1577","Almost just had a heart attack we are good.",0
"1579","Hey how about we not Tracy Smothers chat all at once so my phone does not alert me 8 friends are talking about him and give me a heart attack",0
"1580","Nearly had a heart attack after opening my bank statement 😣😣😭😭",0
"1582","@070180 my poor mom almost had a heart attack!",2
"1583","I nearly had a heart attack trying to read this.",0
"1584","Spontaneous coronary disection.A new type of #heartattack? Causes healthy young mothers to have a #heartattack ?",1
"1585","@kekootd HES GONNA COME OUT HEYE GONNA SKAYE TOGETHER IM GONNA HABE A HEART ATTACK",0
"1588","If you are interested in having a heart attack today go check out Michael Fassbender air guitar-ing on The Tonight Show.",0
"1591","I s2g I would probably have a mini heart attack thinking it is real..",0
"1592","For the first time in the two years of living with her Zainab escaped the apartment and gave me a heart attack. I screamed so loud she froze.",0
"1594","@ShawnMendesNot WHY U DID IT TO ME?YES YOU GAVE ME A HEART ATTACK OH GOSH",0
"1595","2017 so far has been me going, ""is this back pain or a heart attack?"" 🤔",3
"1596","i think if most people my age told their grandma's or grandpa's ""I am a commie"" they will probably fucking die of a heart attack 😂😂",0
"1597","You who burned the meatballs and gave the entire building a heart attack I aksdkskkak I got a cut on my finger bc of you",0
"1598","6 symptoms to distinguish heart attack from heartburn.",1
"1599","my apologies if u gave me ya heart and i turnt round and gave u a heart attack",0
"1600","I do not even watch football and this shit gave me a heart attack laughing my fucking ass off y'all petty as hell",0
"1601","Almost had a heart attack waking up. Told the kids to behave while I took a quick nap and they built a fort big enough for a family to live in",0
"1603","Lowkey had a heart attack bc I thought someone was at my window but it was my reflection,,I love life ❤️❤️❤️",0
"1605","Diabetes increases your risk of having a heart attack. Control your blood sugar with your personal diabetes coach.",1
"1607","Apologies if you gave me your heart and I turned around, gave you a heart attack. God damn, I am a dog for that.",0
"1608","#HIV patients have nearly twice the heart attack risk via @northwesternu @EurekAlert",1
"1609","it is a burger with bacon and macaroni and cheese. Heart attack waiting to happen.",0
"1610","@jakeoliver18 congrats my nigga ,I will call you if I ever have a heart attack bro 🙏🏽🙏🏽",0
"1612","I was parking reverse and the car next to me was going forward and I had a mini heart attack bc I thought my breaks were not working 🙄🙄🙄",0
"1613","Where the fuck are these massive spiders coming from I think I just had a heart attack",0
"1615","@katie_e_scott24 poor hamster more like!!!! How can I tell 45 children the hamsters died after having a heart attack from my dog barking🙈😩",0
"1616","Normani , probably there is no chance of you view this tweet, but I would have a heart attack if you surprised me with a follow",0
"1617","My dog got out today and I seriously had a miny heart attack and had the biggest knot in my stomach.. lucky he was just down the street 🐶",0
"1619","My dad accidentally got a pound of butter. #butter #what the fuck #heartattack",2
"1620","Today, I lost my father. He died of a heart attack in a hospital in South Dakota on a hunting…",2
"1621","@girlziplocked @goccrates or an EMT refusing to help a gay person who suffered a heart attack.",2
"1623","kitsulli gc needs to stop talking about lilo and kids before I go into a feels heart attack",0
"1624","Binge watching #BTSBBMAs from every angle @BBMAs I can not WAIT FOR NEXT YEAR LET THEM PERFORM I WANT A HEART ATTACK 👏👏👏",0
"1625","How to organise a children's birthday party (without having a heart attack) #lifestyle #preschooler #toddler",0
"1626","RT @OutThinkingPD The Role of Fear in Parkinson's Disease",1
"1627","Safinamide for Parkinson Disease",1
"1628","Diabetes Drug May Fight Parkinson’s Disease Too via @rightrelevance thanks @diabeticconnect",1
"1630","George Michael at his absolute best, on Parkinson, talking about how he came out, quite literally",0
"1631","Woman with Parkinson's can write again using incredible invention via @MetroUK",2
"1637","Know anyone in London with Parkinson's? Let them know about this. #parkinsons",1
"1638","My shakes are almost as bad as my grandad's. Alcohol abuse, or Parkinson's? Probably a bit of both. 🍻",3
"1639","The way this older woman with Parkinson's husband cared for her and just even looked at her showed his love, I hope to find that someday💕",2
"1640","Many Parkinson's patients in Africa are not able to access and afford medications for their treatment, help support",1
"1641","Basket Balls, Music and Reversing Symptoms of Parkinson's #music",1
"1642","New therapy for Alzheimer’s, Parkinson’s in the offing #kashmirtelegraph #international",1
"1644","George Michael - A Different Corner (Live On BBC Parkinson Show) Another star goes out #georgemichael",0
"1646","The 21st Century Cures Act will provide more information for the FDA and researches studying Parkinson's disease",1
"1648","Parkinson's victims spread awareness of the condition with mannequin challenge #DesignTAXI",1
"1649","Parkinson's disease is not something to laugh about",1
"1650","YAY! do not forget to let me know if you are at higher risk of Parkinson's! laughing",1
"1651","Altered Gut Microbiome Could Indicate Parkinson's Disease #microbiome #parkinsons #neuroscience #neurology",1
"1652","Role of Lyrics and Song in Parkinson's Disease #lyrics",1
"1656","QuF 2017: Parkinson's y Microbiota Caltech Researchers Link Parkinson’s Disease to Gut Bacteria - YouTube",1
"1657","PubMed: Association of three candidate genetic variants in RAB7L1/NUCKS1, mc1 and STK39 with sporadic Parkinson's…",1
"1658","5 syndromes that mimic Parkinson’s disease symptoms and more common questions about PD answered:",1
"1659","@Sam_ParkinsonSD Merry Christmas, hope you enjoy it",0
"1661",".@lex_parkinson this better be you tomorrow morning",0
"1662","Anyone else with Parkinson's having time issues? I can not remember whether something happened last week or last...",3
"1664","What new therapies for #Parkinson’s disease are on the horizon? via @NeurologyReview",1
"1665","An Advance in Treatment of Parkinsonand#039;s Disease",1
"1666","Dude looks like he let someone with Parkinson's paint that sole...",0
"1667","Study suggests stomach microbes may affect symptoms of Parkinson's disease",1
"1669","[Neuropsychological study in patients with Parkinson's disease: the effects of deep brain stimulation].",1
"1670","'They come in to dance and leave their Parkinson’s behind' The Guardian World News “It’s fantastic what they can…",1
"1674","9 Super Foods to Boost the Immune System - Page 9 of 9 - Parkinson's News Today via @parkinsonstory",1
"1675","New research: Parkinson’s could start in the gut, not the brain!",1
"1677","Diabetes medication that may serve another purpose. Have you heard of this one? #Parkinsons",1
"1678","A New Perspective for Parkinson's Disease: Circadian Rhythm.",1
"1679","MedicineNet Daily: Exercise May Be Real Medicine for Parkinson's Disease #MedicineNet",1
"1680","RT @OutThinkingPD Reflections on My Life Changed by Parkinson's",1
"1681","Exercise May Be Real Medicine for Parkinson's Disease",1
"1682","Looking for resources in your community to help manage life with Parkinson's? Find PF's centers and orgs here:",1
"1683","The Conundrum of Parkinsons Disease #healthcare Source by Parkinson's People...",1
